date,sarima
2016-05-13 19:00:00,220.70989636405685
2016-05-13 20:00:00,185.18312270238104
2016-05-13 21:00:00,135.47138935514948
2016-05-13 22:00:00,94.93581169013237
2016-05-13 23:00:00,72.14219912832478
2016-05-14 00:00:00,62.571763076095316
2016-05-14 01:00:00,56.72475123172669
2016-05-14 02:00:00,51.96094283476263
2016-05-14 03:00:00,49.18778892156895
2016-05-14 04:00:00,48.48660998683788
2016-05-14 05:00:00,50.94982533386366
2016-05-14 06:00:00,60.41139133226993
2016-05-14 07:00:00,81.54313525090916
2016-05-14 08:00:00,116.02749996670855
2016-05-14 09:00:00,108.45257462764329
2016-05-14 10:00:00,118.19264265791315
2016-05-14 11:00:00,140.46518727687555
2016-05-14 12:00:00,130.77027642178967
2016-05-14 13:00:00,129.08741965320968
2016-05-14 14:00:00,117.31767851213158
2016-05-14 15:00:00,107.62334116366232
2016-05-14 16:00:00,126.66945053970039
2016-05-14 17:00:00,156.84873865481066
2016-05-14 18:00:00,200.9109208257904
2016-05-14 19:00:00,151.742222729934
2016-05-14 20:00:00,120.24753389628549
2016-05-14 21:00:00,90.3549835533778
2016-05-14 22:00:00,64.6469194241378
2016-05-14 23:00:00,52.30239313237345
2016-05-15 00:00:00,49.195133233840494
2016-05-15 01:00:00,48.16616267976655
2016-05-15 02:00:00,45.90430223294183
2016-05-15 03:00:00,45.12929183769976
2016-05-15 04:00:00,46.21037008091394
2016-05-15 05:00:00,48.891693399465765
2016-05-15 06:00:00,54.536593979161275
2016-05-15 07:00:00,77.38225596290944
2016-05-15 08:00:00,104.39766657707948
2016-05-15 09:00:00,109.32047434257683
2016-05-15 10:00:00,122.65702596836795
2016-05-15 11:00:00,125.85695969537299
2016-05-15 12:00:00,120.40406589877142
2016-05-15 13:00:00,120.35899066595441
2016-05-15 14:00:00,105.60618342710468
2016-05-15 15:00:00,103.72901030806528
2016-05-15 16:00:00,113.42570027439821
2016-05-15 17:00:00,157.87026927932067
2016-05-15 18:00:00,190.66603672191042
2016-05-15 19:00:00,123.82407287893876
2016-05-15 20:00:00,96.64443879529738
2016-05-15 21:00:00,76.25277093504485
2016-05-15 22:00:00,55.036081693065576
2016-05-15 23:00:00,44.7407959643099
2016-05-16 00:00:00,44.25367190762728
2016-05-16 01:00:00,44.48318186669896
2016-05-16 02:00:00,43.16472818791783
2016-05-16 03:00:00,42.31431399923234
2016-05-16 04:00:00,44.53863343872919
2016-05-16 05:00:00,47.97627218704104
2016-05-16 06:00:00,53.102179034924085
2016-05-16 07:00:00,75.78167525678838
2016-05-16 08:00:00,103.13774947251183
2016-05-16 09:00:00,107.85610146392173
2016-05-16 10:00:00,119.38501886574934
2016-05-16 11:00:00,125.69768478362678
2016-05-16 12:00:00,118.71483501691884
2016-05-16 13:00:00,121.33556976218219
2016-05-16 14:00:00,104.07815819926383
2016-05-16 15:00:00,101.27471936167952
2016-05-16 16:00:00,114.97690480378324
2016-05-16 17:00:00,157.8394705578722
2016-05-16 18:00:00,185.86220889494624
2016-05-16 19:00:00,146.06381118692812
2016-05-16 20:00:00,129.4402233253399
2016-05-16 21:00:00,99.90151231180194
2016-05-16 22:00:00,67.48165326428808
2016-05-16 23:00:00,54.498865909925186
2016-05-17 00:00:00,50.20185646864739
2016-05-17 01:00:00,48.34194738320347
2016-05-17 02:00:00,46.422410720692
