date,drift
2016-05-13 19:00:00,348.432667343944
2016-05-13 20:00:00,348.53200135455467
2016-05-13 21:00:00,348.63133536516534
2016-05-13 22:00:00,348.730669375776
2016-05-13 23:00:00,348.8300033863867
2016-05-14 00:00:00,348.92933739699737
2016-05-14 01:00:00,349.02867140760804
2016-05-14 02:00:00,349.1280054182187
2016-05-14 03:00:00,349.2273394288294
2016-05-14 04:00:00,349.32667343944007
2016-05-14 05:00:00,349.4260074500508
2016-05-14 06:00:00,349.5253414606615
2016-05-14 07:00:00,349.62467547127216
2016-05-14 08:00:00,349.72400948188283
2016-05-14 09:00:00,349.8233434924935
2016-05-14 10:00:00,349.9226775031042
2016-05-14 11:00:00,350.02201151371486
2016-05-14 12:00:00,350.12134552432553
2016-05-14 13:00:00,350.2206795349362
2016-05-14 14:00:00,350.3200135455469
2016-05-14 15:00:00,350.41934755615756
2016-05-14 16:00:00,350.51868156676824
2016-05-14 17:00:00,350.6180155773789
2016-05-14 18:00:00,350.7173495879896
2016-05-14 19:00:00,166.7041764640018
2016-05-14 20:00:00,166.7416862613369
2016-05-14 21:00:00,166.77919605867203
2016-05-14 22:00:00,166.81670585600716
2016-05-14 23:00:00,166.8542156533423
2016-05-15 00:00:00,166.8917254506774
2016-05-15 01:00:00,166.92923524801253
2016-05-15 02:00:00,166.96674504534766
2016-05-15 03:00:00,167.00425484268277
2016-05-15 04:00:00,167.0417646400179
2016-05-15 05:00:00,167.07927443735304
2016-05-15 06:00:00,167.11678423468817
2016-05-15 07:00:00,167.15429403202327
2016-05-15 08:00:00,167.1918038293584
2016-05-15 09:00:00,167.22931362669354
2016-05-15 10:00:00,167.26682342402864
2016-05-15 11:00:00,167.30433322136378
2016-05-15 12:00:00,167.3418430186989
2016-05-15 13:00:00,167.37935281603404
2016-05-15 14:00:00,167.41686261336915
2016-05-15 15:00:00,167.45437241070428
2016-05-15 16:00:00,167.4918822080394
2016-05-15 17:00:00,167.52939200537452
2016-05-15 18:00:00,167.56690180270965
2016-05-15 19:00:00,98.34777296456735
2016-05-15 20:00:00,98.3622125958014
2016-05-15 21:00:00,98.37665222703542
2016-05-15 22:00:00,98.39109185826946
2016-05-15 23:00:00,98.40553148950349
2016-05-16 00:00:00,98.41997112073753
2016-05-16 01:00:00,98.43441075197155
2016-05-16 02:00:00,98.4488503832056
2016-05-16 03:00:00,98.46329001443962
2016-05-16 04:00:00,98.47772964567366
2016-05-16 05:00:00,98.49216927690769
2016-05-16 06:00:00,98.50660890814173
2016-05-16 07:00:00,98.52104853937576
2016-05-16 08:00:00,98.5354881706098
2016-05-16 09:00:00,98.54992780184382
2016-05-16 10:00:00,98.56436743307786
2016-05-16 11:00:00,98.57880706431189
2016-05-16 12:00:00,98.59324669554593
2016-05-16 13:00:00,98.60768632677996
2016-05-16 14:00:00,98.622125958014
2016-05-16 15:00:00,98.63656558924802
2016-05-16 16:00:00,98.65100522048206
2016-05-16 17:00:00,98.66544485171609
2016-05-16 18:00:00,98.67988448295013
2016-05-16 19:00:00,155.03305785123968
2016-05-16 20:00:00,155.06611570247935
2016-05-16 21:00:00,155.099173553719
2016-05-16 22:00:00,155.13223140495867
2016-05-16 23:00:00,155.16528925619835
2016-05-17 00:00:00,155.19834710743802
2016-05-17 01:00:00,155.23140495867767
2016-05-17 02:00:00,155.26446280991735
2016-05-17 03:00:00,155.29752066115702
2016-05-17 04:00:00,155.3305785123967
2016-05-17 05:00:00,155.36363636363637
2016-05-17 06:00:00,155.39669421487602
2016-05-17 07:00:00,155.4297520661157
2016-05-17 08:00:00,155.46280991735537
2016-05-17 09:00:00,155.49586776859505
2016-05-17 10:00:00,155.52892561983472
2016-05-17 11:00:00,155.56198347107437
2016-05-17 12:00:00,155.59504132231405
2016-05-17 13:00:00,155.62809917355372
2016-05-17 14:00:00,155.6611570247934
2016-05-17 15:00:00,155.69421487603304
2016-05-17 16:00:00,155.72727272727272
2016-05-17 17:00:00,155.7603305785124
2016-05-17 18:00:00,155.79338842975207
2016-05-17 19:00:00,100.0147589373565
2016-05-17 20:00:00,100.02951787471302
2016-05-17 21:00:00,100.04427681206953
2016-05-17 22:00:00,100.05903574942604
2016-05-17 23:00:00,100.07379468678255
2016-05-18 00:00:00,100.08855362413907
2016-05-18 01:00:00,100.10331256149557
2016-05-18 02:00:00,100.11807149885209
2016-05-18 03:00:00,100.1328304362086
2016-05-18 04:00:00,100.1475893735651
2016-05-18 05:00:00,100.16234831092162
2016-05-18 06:00:00,100.17710724827812
2016-05-18 07:00:00,100.19186618563464
2016-05-18 08:00:00,100.20662512299114
2016-05-18 09:00:00,100.22138406034766
2016-05-18 10:00:00,100.23614299770416
2016-05-18 11:00:00,100.25090193506068
2016-05-18 12:00:00,100.26566087241719
2016-05-18 13:00:00,100.28041980977369
2016-05-18 14:00:00,100.29517874713021
2016-05-18 15:00:00,100.30993768448671
2016-05-18 16:00:00,100.32469662184323
2016-05-18 17:00:00,100.33945555919973
2016-05-18 18:00:00,100.35421449655625
2016-05-18 19:00:00,178.37346783816034
2016-05-18 20:00:00,178.41360234298733
2016-05-18 21:00:00,178.4537368478143
2016-05-18 22:00:00,178.4938713526413
2016-05-18 23:00:00,178.5340058574683
2016-05-19 00:00:00,178.57414036229528
2016-05-19 01:00:00,178.61427486712225
2016-05-19 02:00:00,178.65440937194924
2016-05-19 03:00:00,178.69454387677624
2016-05-19 04:00:00,178.73467838160323
2016-05-19 05:00:00,178.7748128864302
2016-05-19 06:00:00,178.8149473912572
2016-05-19 07:00:00,178.8550818960842
2016-05-19 08:00:00,178.89521640091118
2016-05-19 09:00:00,178.93535090573815
2016-05-19 10:00:00,178.97548541056514
2016-05-19 11:00:00,179.01561991539214
2016-05-19 12:00:00,179.05575442021913
2016-05-19 13:00:00,179.0958889250461
2016-05-19 14:00:00,179.1360234298731
2016-05-19 15:00:00,179.1761579347001
2016-05-19 16:00:00,179.21629243952708
2016-05-19 17:00:00,179.25642694435405
2016-05-19 18:00:00,179.29656144918104
2016-05-19 19:00:00,120.02098805295448
2016-05-19 20:00:00,120.04197610590894
2016-05-19 21:00:00,120.06296415886342
2016-05-19 22:00:00,120.08395221181789
2016-05-19 23:00:00,120.10494026477237
2016-05-20 00:00:00,120.12592831772683
2016-05-20 01:00:00,120.14691637068131
2016-05-20 02:00:00,120.16790442363578
2016-05-20 03:00:00,120.18889247659025
2016-05-20 04:00:00,120.20988052954472
2016-05-20 05:00:00,120.2308685824992
2016-05-20 06:00:00,120.25185663545366
2016-05-20 07:00:00,120.27284468840814
2016-05-20 08:00:00,120.2938327413626
2016-05-20 09:00:00,120.31482079431709
2016-05-20 10:00:00,120.33580884727155
2016-05-20 11:00:00,120.35679690022603
2016-05-20 12:00:00,120.3777849531805
2016-05-20 13:00:00,120.39877300613497
2016-05-20 14:00:00,120.41976105908944
2016-05-20 15:00:00,120.44074911204392
2016-05-20 16:00:00,120.46173716499838
2016-05-20 17:00:00,120.48272521795286
2016-05-20 18:00:00,120.50371327090733
2016-05-20 19:00:00,78.34080956958239
2016-05-20 20:00:00,78.34828580583147
2016-05-20 21:00:00,78.35576204208053
2016-05-20 22:00:00,78.36323827832959
2016-05-20 23:00:00,78.37071451457865
2016-05-21 00:00:00,78.37819075082773
2016-05-21 01:00:00,78.38566698707679
2016-05-21 02:00:00,78.39314322332585
2016-05-21 03:00:00,78.40061945957491
2016-05-21 04:00:00,78.40809569582399
2016-05-21 05:00:00,78.41557193207305
2016-05-21 06:00:00,78.42304816832211
2016-05-21 07:00:00,78.43052440457117
2016-05-21 08:00:00,78.43800064082025
2016-05-21 09:00:00,78.44547687706931
2016-05-21 10:00:00,78.45295311331837
2016-05-21 11:00:00,78.46042934956745
2016-05-21 12:00:00,78.46790558581651
2016-05-21 13:00:00,78.47538182206557
2016-05-21 14:00:00,78.48285805831463
2016-05-21 15:00:00,78.49033429456371
2016-05-21 16:00:00,78.49781053081277
2016-05-21 17:00:00,78.50528676706183
2016-05-21 18:00:00,78.5127630033109
2016-05-21 19:00:00,125.02225755166931
2016-05-21 20:00:00,125.04451510333864
2016-05-21 21:00:00,125.06677265500795
2016-05-21 22:00:00,125.08903020667726
2016-05-21 23:00:00,125.11128775834658
2016-05-22 00:00:00,125.1335453100159
2016-05-22 01:00:00,125.15580286168522
2016-05-22 02:00:00,125.17806041335453
2016-05-22 03:00:00,125.20031796502384
2016-05-22 04:00:00,125.22257551669317
2016-05-22 05:00:00,125.24483306836248
2016-05-22 06:00:00,125.2670906200318
2016-05-22 07:00:00,125.2893481717011
2016-05-22 08:00:00,125.31160572337043
2016-05-22 09:00:00,125.33386327503975
2016-05-22 10:00:00,125.35612082670906
2016-05-22 11:00:00,125.37837837837837
2016-05-22 12:00:00,125.4006359300477
2016-05-22 13:00:00,125.42289348171701
2016-05-22 14:00:00,125.44515103338632
2016-05-22 15:00:00,125.46740858505565
2016-05-22 16:00:00,125.48966613672496
2016-05-22 17:00:00,125.51192368839428
2016-05-22 18:00:00,125.53418124006359
2016-05-22 19:00:00,120.020511202272
2016-05-22 20:00:00,120.04102240454402
2016-05-22 21:00:00,120.06153360681603
2016-05-22 22:00:00,120.08204480908805
2016-05-22 23:00:00,120.10255601136005
2016-05-23 00:00:00,120.12306721363205
2016-05-23 01:00:00,120.14357841590407
2016-05-23 02:00:00,120.16408961817608
2016-05-23 03:00:00,120.1846008204481
2016-05-23 04:00:00,120.2051120227201
2016-05-23 05:00:00,120.2256232249921
2016-05-23 06:00:00,120.24613442726412
2016-05-23 07:00:00,120.26664562953613
2016-05-23 08:00:00,120.28715683180815
2016-05-23 09:00:00,120.30766803408015
2016-05-23 10:00:00,120.32817923635216
2016-05-23 11:00:00,120.34869043862417
2016-05-23 12:00:00,120.36920164089618
2016-05-23 13:00:00,120.3897128431682
2016-05-23 14:00:00,120.4102240454402
2016-05-23 15:00:00,120.4307352477122
