date,actual,drift,feature_model,feature_model_pastonly,mean,naive,sarima,sarimax,seasonal_naive_daily,seasonal_naive_weekly
2016-05-13 19:00:00,208.33333333333334,348.432667343944,196.82977294921875,201.1166534423828,97.46163394267658,348.3333333333333,220.70989636405685,223.3825129782952,123.33333333333331,126.66666666666669
2016-05-13 20:00:00,120.0,348.53200135455467,184.79119873046875,197.57843017578125,97.46163394267658,348.3333333333333,185.18312270238104,188.4712417954204,100.0,116.66666666666669
2016-05-13 21:00:00,63.333333333333336,348.63133536516534,164.09268188476562,160.69287109375,97.46163394267658,348.3333333333333,135.47138935514948,140.1618289519006,71.66666666666667,71.66666666666667
2016-05-13 22:00:00,55.0,348.730669375776,65.38744354248047,102.88243865966795,97.46163394267658,348.3333333333333,94.93581169013235,102.75041887595226,60.0,53.333333333333336
2016-05-13 23:00:00,61.666666666666664,348.8300033863867,53.69762420654297,66.97140502929688,97.46163394267658,348.3333333333333,72.14219912832478,82.5722173128329,56.66666666666666,58.333333333333336
2016-05-14 00:00:00,58.333333333333336,348.92933739699737,67.10237884521484,60.22352981567383,97.46163394267658,348.3333333333333,62.57176307609532,70.87944323341006,55.0,51.66666666666666
2016-05-14 01:00:00,63.333333333333336,349.02867140760804,67.18622589111328,56.95234298706055,97.46163394267658,348.3333333333333,56.72475123172669,61.97115141550122,53.333333333333336,56.66666666666666
2016-05-14 02:00:00,60.0,349.1280054182187,67.3360366821289,50.95924758911133,97.46163394267658,348.3333333333333,51.96094283476263,55.677783490497845,58.333333333333336,53.333333333333336
2016-05-14 03:00:00,60.0,349.2273394288294,68.25467681884766,50.97144317626953,97.46163394267658,348.3333333333333,49.18778892156895,51.82553610972206,58.333333333333336,55.0
2016-05-14 04:00:00,60.0,349.32667343944007,70.92546081542969,50.13561248779297,97.46163394267658,348.3333333333333,48.48660998683788,53.298060980802525,50.0,55.0
2016-05-14 05:00:00,56.666666666666664,349.4260074500508,79.11973571777344,51.826995849609375,97.46163394267658,348.3333333333333,50.94982533386366,56.33180579482397,58.333333333333336,51.66666666666666
2016-05-14 06:00:00,63.333333333333336,349.5253414606615,104.10887908935548,71.45399475097656,97.46163394267658,348.3333333333333,60.41139133226993,65.1106540691082,146.66666666666666,53.333333333333336
2016-05-14 07:00:00,113.33333333333333,349.62467547127216,145.9754638671875,113.07862854003906,97.46163394267658,348.3333333333333,81.54313525090916,86.7457625988725,176.66666666666666,148.33333333333334
2016-05-14 08:00:00,133.33333333333334,349.72400948188283,150.3092803955078,117.8619384765625,97.46163394267658,348.3333333333333,116.02749996670856,121.12061609528794,338.3333333333333,121.66666666666669
2016-05-14 09:00:00,118.33333333333333,349.8233434924935,146.7882537841797,148.65016174316406,97.46163394267658,348.3333333333333,108.45257462764329,113.49159926852228,93.33333333333331,153.33333333333334
2016-05-14 10:00:00,158.33333333333334,349.9226775031042,133.9338836669922,137.99209594726562,97.46163394267658,348.3333333333333,118.19264265791315,123.71127314840436,73.33333333333333,178.33333333333334
